Delta;Theta;Alpha_low;Alpha_high;Beta_low;Beta_high;Gamma_low;Gamma_high;Attention;Meditation;BlinkStrength;Flag
19997;20718;3034;6932;5027;3872;1199;999;61;25;15;1
95493;48989;19326;8806;15848;8450;6337;4165;49;67;7;1
16241;13449;4470;6419;4221;4498;1987;1453;58;60;-1;1
111079;24219;4949;8519;6820;4731;3067;1800;60;61;-1;1
75447;59836;23236;17425;10994;4627;1889;1195;64;71;30;0
10969;18647;2840;6485;4337;4187;4954;1782;88;54;-1;1
1054119;63806;25098;14517;11820;10333;8802;2133;33;71;65;1
43101;16571;3934;6985;4014;3443;1137;764;60;49;14;1
792990;81271;13560;10032;16565;7237;2408;1728;37;14;61;1
534369;92889;16833;23648;9857;12655;11732;4033;50;54;30;0
703871;81978;33438;18817;22514;9676;5459;3726;40;64;11;1
222707;44185;8111;6950;7811;9556;7702;3470;65;58;-1;0
488063;89837;22384;25947;11413;6785;13564;3682;42;59;16;1
294925;48142;12743;11489;7285;5696;3463;1921;38;38;-1;1
51096;35016;12065;11132;11681;10414;8972;5409;62;71;14;0
55367;18243;6799;8522;5317;4885;3589;1725;62;62;-1;1
498903;52808;8429;13662;14501;12418;4335;3254;64;61;-1;0
72524;20837;3867;4497;6483;7161;1894;783;69;42;9;1
32090;21549;9295;7817;6139;2669;1408;1500;28;50;11;0
1051622;125801;38241;20690;15270;12846;17667;8624;35;48;-1;0
58648;24408;9337;9156;9927;5997;4006;4047;70;64;7;1
42938;13347;5330;7833;4460;3985;2716;1384;65;77;6;0
164910;64714;11933;14626;12710;9832;9493;2203;54;46;24;0
32587;22427;16820;5786;8995;8412;6321;2352;75;72;-1;1
75268;43253;5959;4526;7711;6109;5106;1943;58;47;-1;1
667448;137553;27003;45930;34812;16834;14804;8407;48;55;15;1
86383;23747;13035;9846;3363;2673;2445;1273;60;79;10;1
75872;24888;11009;10196;5046;4498;1520;1385;31;86;9;0
50355;30763;7738;11862;10658;3853;2374;799;37;49;-1;0
64265;64436;9711;14052;10894;7325;5289;4061;57;44;9;1
385792;93729;10411;7432;5908;7900;4077;1687;21;32;-1;0
860237;136175;26433;20894;19739;11356;7401;5331;23;19;-1;1
143307;30076;5560;9962;5260;5613;5091;2731;56;59;-1;0
26838;21188;6260;8484;6096;6875;5621;2387;67;67;-1;0
89083;19427;15658;8926;10503;5794;3562;1853;50;82;7;0
115635;28087;13305;6861;3582;6426;3187;1545;58;66;16;1
38910;12051;6912;3148;3401;2486;2174;818;61;70;-1;0
707580;133430;11587;16945;28881;20246;10139;4611;64;55;52;1
88346;38886;9452;10027;8053;9717;8929;3853;74;71;-1;0
153495;47589;10048;5753;15753;6059;8896;3455;58;45;16;0
79711;49872;7445;6567;6014;5708;3316;1605;79;60;16;1
452716;69655;7046;14988;5314;5943;4830;1988;48;67;-1;1
165685;32265;12842;9155;8848;8812;4808;3147;59;70;24;0
74741;22686;7475;6341;7370;3686;2873;853;63;55;26;0
439647;77122;13901;15191;9484;3984;3060;1341;23;53;21;1
73477;15384;6153;8034;3627;2063;1418;943;41;71;10;1
138411;36599;5734;3507;8531;8137;6282;2858;59;46;13;0
143281;52375;10291;8290;4474;3832;3324;1758;36;51;32;1
15985;9040;5438;4887;3879;2225;1422;761;55;88;-1;1
145476;22075;4546;5208;4446;6713;7698;3697;75;47;-1;0
780248;206523;39474;23723;38120;43446;12005;12863;51;43;-1;1
243068;29676;7533;10632;7981;4838;2542;3554;63;61;7;1
88455;30588;6255;6430;3178;3389;3852;1083;28;33;15;1
159485;16727;5002;7808;4639;3592;2430;1137;49;59;22;0
17086;5776;4539;4044;3780;3616;1783;1338;88;72;12;0
153824;123824;16329;9255;8146;7251;1590;1270;49;28;10;1
33655;20181;4102;6101;3630;3098;2415;1513;57;73;23;0
96803;46032;3235;4453;5208;2637;1726;673;42;52;15;1
961639;103899;75346;22374;37769;11398;6368;4328;50;63;30;1
133152;29041;7224;6138;2472;4019;2682;1967;87;90;14;0
157003;31503;4782;11089;4850;3921;2967;1113;66;56;8;0
629010;114614;13143;29680;21642;16037;7817;2286;36;23;9;1
63511;15931;6845;5260;4464;3653;4443;1005;64;75;7;1
244695;43462;12940;8595;5454;7305;5814;3982;48;71;20;1
149384;38516;12582;6336;6878;8228;11118;5387;61;66;-1;0
67650;28184;20162;6455;10717;10535;8142;4420;65;73;-1;0
199101;62528;21487;18277;8981;5408;6058;1559;32;70;-1;0
1375427;292553;66540;34818;62630;38068;15353;5776;51;54;46;1
386762;61684;3609;13128;10713;7713;5016;3494;63;32;-1;0
125346;29312;6227;6406;9922;8296;6263;4614;62;63;-1;1
108508;45719;14315;5398;6497;6349;4180;2939;36;63;9;1
1236544;264423;50886;26280;17433;21805;20344;9005;28;55;7;1
31288;6758;7035;7337;4588;3474;3107;1871;75;78;-1;1
47587;19738;5666;5672;4780;4109;1720;877;76;45;9;1
1749541;611054;119786;39927;24102;45495;29458;15725;40;32;-1;0
85848;24665;12091;6966;10764;8028;8315;4204;61;70;-1;0
45161;24637;3743;3005;1705;2716;1566;764;60;41;23;1
22518;8126;6344;8901;3375;2379;1914;896;82;90;20;1
135144;43599;5556;9432;5462;4877;4307;2117;43;60;7;1
148726;103527;9809;3771;5579;3463;2240;1262;41;43;21;1
163976;36767;13231;12810;12626;13543;10838;4151;68;67;-1;0
133103;31926;4384;3237;7127;6621;6676;2631;65;34;-1;0
657317;137012;32716;38717;16873;11963;6697;5531;28;37;17;1
71086;206527;13487;13297;14282;10968;4834;1686;50;70;30;1
15006;18839;4194;5434;4739;2643;1205;503;54;58;-1;0
833260;371910;39280;19886;25190;9483;8559;5464;18;31;94;1
58710;20331;6981;5172;6168;5281;3118;1826;56;64;8;1
156159;32514;6882;8297;8140;5279;1703;2297;50;49;-1;1
63313;25498;3960;5004;1888;3051;1862;687;47;61;19;0
275211;46470;9204;12040;4528;4108;5319;1969;42;60;21;1
76916;22708;4890;5774;5009;4381;2450;1068;63;45;17;1
124393;48126;11451;4874;6068;5283;5536;2558;47;35;-1;0
414076;82606;10326;11666;18341;8215;3810;1613;48;55;20;1
83295;25822;13070;15055;5448;3287;2690;1027;35;63;-1;0
77593;23607;20337;8760;5475;6384;3815;1853;58;78;7;0
248250;56148;24100;12625;9749;7523;3902;2604;54;70;8;1
163132;104415;13588;4230;6199;4054;2772;1312;46;49;21;1
160030;21132;10006;4898;3742;3293;4238;1249;59;77;21;1
586905;126013;35912;23730;13712;10191;6331;2830;37;77;-1;1
15144;12634;4656;7105;2268;1511;896;383;27;62;-1;0
232910;22694;3055;4195;3591;2291;1515;610;49;69;-1;1
734233;136473;39965;21434;9611;15449;16246;7536;31;56;15;1
117898;41072;12758;5493;7572;6692;3473;1338;59;53;33;1
697315;223251;67073;16308;39713;16882;10404;3283;47;70;47;1
1265281;214615;57292;49772;27902;19532;17177;7485;37;59;27;1
463493;148535;54074;15385;7770;20470;4756;1912;25;22;81;0
126071;22172;3120;3038;7521;1501;1079;699;57;40;28;1
127817;43561;7854;12938;8357;6094;4725;2624;44;57;-1;1
13759;22250;13464;7011;5656;5798;2595;1864;64;55;-1;1
267590;65003;16944;19533;7675;6787;3061;1649;45;53;20;0
41936;25936;6443;4307;3202;1707;2196;860;52;46;29;1
85759;20134;5588;7514;5636;6160;5822;2669;75;72;-1;0
336059;56414;16267;13046;13118;11823;5472;6191;68;58;7;1
112817;17644;7712;3240;4339;3574;3123;1931;56;61;-1;1
612866;67176;7680;23259;19864;13125;9313;4506;62;69;-1;1
523929;71808;10327;7774;8895;6633;3285;1465;31;4;9;0
277741;51994;3963;4972;4255;2249;1521;728;28;22;47;1
28622;34121;9277;9259;3981;3462;2326;831;42;58;19;1
28728;18249;2950;6645;4288;2979;1204;920;56;34;13;1
450783;138904;24949;32767;16668;12389;11467;4277;73;68;15;1
135268;30057;5425;4957;5577;4129;2718;1271;26;44;18;1
147012;28894;7769;4802;4343;3887;6428;2056;50;23;-1;0
587782;257894;33781;56133;50947;45681;43551;20660;61;60;57;1
81331;24110;6346;9846;6424;7235;3193;3239;95;64;38;0
1389538;249855;63408;39693;21258;20761;25289;9310;24;59;42;1
1421032;131423;40877;18200;21356;18419;9116;3520;35;71;24;1
8586;10748;4871;4230;1605;2538;1208;578;49;72;7;0
366823;143313;23398;28047;16690;7628;4301;2872;34;60;23;1
199811;30464;20248;7864;9248;5996;5504;2078;43;87;-1;1
27708;33424;10677;7312;10752;11426;6620;3301;63;68;-1;0
686744;36188;14695;10352;7305;4070;2952;1655;33;69;18;1
332990;54055;12197;17613;9638;5742;2733;877;29;47;11;0
18963;6422;1864;1517;1704;2059;1193;726;67;57;-1;0
532271;42404;10728;12745;6472;7346;3336;2931;90;73;38;0
202026;75172;10341;10701;12444;5044;2816;2070;36;26;45;1
552772;131955;19481;6245;6245;5419;5007;1950;19;23;-1;0
249136;105439;31957;30216;9282;7994;6684;1761;27;77;-1;0
250131;73704;12899;14871;22993;14355;7659;4268;53;61;-1;0
398812;49886;18876;6734;14513;6257;7140;1893;69;77;10;1
160002;31359;2532;6043;6842;5917;1545;1509;59;37;7;1
531357;92063;16046;8864;13488;28308;13192;7928;6;8;-1;0
210996;33871;7533;10253;13041;9234;7674;4814;69;55;-1;1
176853;53702;7749;8597;9524;5996;5438;2060;51;74;-1;1
141033;19374;9651;6351;4358;4673;5504;1315;63;52;17;1
443811;154413;32264;92708;38029;29281;28688;14385;41;72;34;1
412236;109221;10835;14805;8340;5275;4392;1858;40;64;-1;1
18991;21300;6455;8080;4076;3534;1766;1263;56;84;-1;1
637837;83908;12850;15580;6629;8404;4906;2190;45;51;18;1
28765;18495;4625;2571;3616;3090;1175;1088;66;36;7;1
135667;146655;16574;10849;6513;8324;4745;1352;28;59;21;0
90578;16508;6608;7925;6556;6185;5758;2569;71;71;-1;0
194170;72448;12402;11765;6342;6376;2326;635;49;73;19;0
143734;30261;4805;7201;5490;4132;3129;1398;67;56;-1;0
25600;21609;5455;5596;2996;7668;1937;2027;92;63;-1;0
134267;104089;25595;18086;15719;16524;10560;5482;12;26;-1;0
49828;35468;6253;10376;11351;6908;2219;2483;87;41;18;1
498394;69374;9505;17143;18894;8856;4729;3409;53;60;31;1
376237;54588;12442;18161;7435;7391;4382;2553;64;46;14;0
345182;98416;37059;22472;12720;21535;8386;5001;51;74;9;1
133423;50000;13707;14361;18533;7908;3466;1728;70;51;-1;1
523896;62690;33378;46050;12478;9629;4653;2924;35;81;24;1
582667;86337;45958;13962;9608;7037;6027;1421;29;54;15;0
77096;17808;12451;21095;9428;6515;2724;2139;64;73;10;0
59943;37640;8156;11294;6519;6689;4611;3137;48;64;14;0
833088;22367;9531;9255;10130;7692;2572;1161;53;54;-1;0
431911;46824;35348;23253;12136;15111;12773;5495;83;55;-1;0
172921;62223;23510;24212;9998;8970;3922;1338;36;79;-1;0
177293;91770;7028;7167;7660;4237;2270;966;61;25;38;0
29855;12480;5006;4020;2392;2411;1247;1061;75;70;8;1
106590;42429;4052;10364;8315;5085;1456;1142;61;49;12;1
32672;15906;5979;3886;4532;4204;2955;1101;67;62;-1;1
170010;13129;13034;13726;8082;3274;2128;1058;57;90;-1;1
222417;39797;11436;8342;5482;9638;8145;4118;52;54;-1;1
126729;17620;7635;7358;10279;6165;4613;2132;70;70;-1;1
151753;100672;3863;5686;8248;3955;1846;1312;43;45;22;1
847311;132308;14775;30171;17394;6855;4916;1361;20;42;-1;1
473140;16633;2886;7846;7596;5526;5732;3180;60;30;12;0
29476;10601;6419;5927;2459;4199;2886;1906;92;87;-1;0
17570;8865;1754;1326;2123;2288;1453;790;88;31;7;1
326358;93218;29342;13681;8701;4328;1922;1213;13;25;29;0
384751;76787;20769;40882;28422;8045;6771;4731;13;20;-1;1
434437;130390;24941;20682;24924;9995;4464;2448;32;62;-1;1
41971;20936;4768;2760;1417;2582;1465;617;49;42;10;1
76970;18224;4325;5909;2349;2911;3268;1097;43;63;9;1
1436822;157922;42533;27359;19710;13976;4124;3509;29;58;9;1
659276;125183;22711;19540;10892;9476;7055;2565;31;69;18;1
495766;101289;14780;4580;6115;7268;2483;2861;85;51;18;0
530789;112444;8479;11099;9782;4784;2698;1496;57;42;20;1
392639;83673;22203;10234;8869;4899;4127;2454;62;58;-1;0
531991;56047;16380;5376;6754;8136;9043;2938;44;51;24;0
59893;8202;3538;6146;2808;3284;1901;931;52;84;-1;1
621360;64613;30051;19013;24904;13650;11587;4527;53;64;10;1
143739;39299;12815;6381;12175;6619;8355;3821;54;68;16;0
167595;12433;9439;13951;7819;3219;1846;1085;60;92;-1;1
137280;49715;14442;10121;4702;5645;2253;1117;55;53;7;1
703329;31112;8127;9703;8003;5668;3575;2397;39;41;7;1
264102;34642;4950;13241;8190;6738;9706;6759;63;67;-1;0
93140;46098;9757;8625;7856;8640;7388;3754;57;65;-1;0
179041;29010;15065;4431;7463;6513;4395;3830;73;61;24;0
279043;71339;10705;20482;12431;10813;3036;2357;60;58;15;0
17256;10826;2240;5201;5142;4352;1863;1582;82;69;-1;0
662567;95181;28758;16748;19019;10204;3805;1649;35;57;24;1
306289;31619;13992;11119;9703;6937;7755;1446;63;65;-1;1
91497;13050;2367;3143;3608;2811;2527;1295;53;49;12;0
185112;19214;5508;11590;4374;5643;3887;1769;56;44;12;0
846067;77818;16209;18754;15690;15747;7066;2067;37;43;45;1
541416;177176;89227;49956;27278;26846;30297;6467;45;68;21;1
190643;53213;3815;4758;5780;3955;1924;810;48;38;-1;0
664634;46539;7832;7017;10791;7061;3999;1919;49;50;41;1
313787;125451;22466;7393;11058;4982;4008;1273;28;36;-1;1
447540;68515;32715;39865;17411;8149;5913;3282;43;72;10;1
93409;17872;5493;4595;5125;4089;2935;1157;51;63;8;1
167025;45123;5728;7340;5662;5287;3262;1986;61;59;26;1
171829;43870;11149;14901;14381;7186;4260;2434;52;50;8;0
107087;30014;10616;9602;7792;10984;17638;5997;51;69;-1;0
1737386;245910;49563;49034;28669;19528;6475;7553;30;60;9;1
225006;41032;7958;11546;6282;4223;5651;2662;43;52;8;1
62052;13296;6266;2121;2515;5984;7396;5413;61;59;-1;0
699866;75377;14663;28413;29852;7502;2109;2598;35;70;-1;0
219507;81252;43276;28811;16441;8934;3106;1561;21;67;30;0
134764;35551;5316;9787;8851;8152;4121;1925;86;65;-1;0
48090;41622;3301;7604;7177;8183;5995;3073;76;57;15;0
615766;97169;31610;9267;14265;7803;12976;3588;46;51;16;1
139882;229017;31109;20680;15856;14575;7381;4325;56;76;51;1
340525;66251;13956;13765;8540;7351;6225;1640;58;58;-1;0
999644;270278;71634;50129;25508;16023;15440;6134;28;68;15;1
68906;34627;13962;14928;14847;7776;4422;3565;70;63;8;1
82041;37171;16641;15680;9969;6268;3415;4772;58;90;-1;1
246608;29349;11360;6866;6906;5049;4173;1448;46;71;-1;0
354649;48219;21933;9585;6338;4432;3772;1272;46;60;6;1
41615;14114;2508;3814;5875;4406;2446;1369;53;42;-1;1
823286;224755;74692;31037;55182;34166;26789;19173;41;52;37;1
686669;296033;78289;43296;33154;20563;10140;8823;56;57;13;1
23825;15803;8661;8360;9030;6910;6016;3036;64;63;-1;1
1389379;317044;110238;57678;100607;69713;49717;8435;70;60;61;1
53264;47805;7005;11669;7569;5913;4518;3699;64;47;-1;0
290018;50111;15517;8884;8611;4496;4259;2232;19;24;30;0
279738;34030;8518;6369;10798;11047;3778;1995;83;32;-1;1
16754;19461;6256;7035;6947;4336;2337;1350;77;47;10;0
124900;65633;9071;9591;6205;9948;5471;3269;62;60;13;0
44268;28466;4782;7526;4393;9192;6121;1676;64;73;-1;0
177357;13488;7382;3894;3496;2330;2322;1153;63;63;10;1
68371;29928;10739;15221;12668;13025;3653;2564;67;65;-1;1
290140;56267;26789;21824;13902;8453;8647;4018;71;75;20;1
497363;55049;15657;8580;11272;12295;9895;4837;60;43;24;0
402126;94363;14449;30447;19618;10784;10103;4438;39;56;-1;1
563585;81024;16253;14170;5041;11701;6324;2294;55;60;9;1
292997;49588;5331;5430;8191;7469;9079;5158;61;49;7;0
64123;28262;5271;13296;5901;6085;2536;1106;66;51;-1;1
9057;7181;3240;6358;2137;1576;833;378;32;72;-1;0
248963;132519;23188;24159;11424;7694;2634;1662;53;65;30;0
405949;30913;10251;4111;3293;2171;1271;673;15;34;-1;1
423927;73996;14211;17997;12139;16125;9438;5332;69;67;12;1
171934;38662;8371;4713;5902;6309;3913;2021;62;45;8;0
159757;70730;19084;6826;18774;9858;10931;3699;76;51;-1;0
198164;91983;8256;11130;5003;6794;2378;1369;47;64;26;0
45873;9910;4202;4231;3347;2767;2131;1769;68;58;-1;0
462037;31850;12093;11095;7293;5467;4120;2992;71;58;-1;1
197924;38215;17252;10162;9685;11342;8754;3613;63;72;-1;0
140970;29484;7102;8801;7372;5168;2374;2171;58;57;7;0
231538;36465;19428;22669;20089;12694;7324;2306;46;78;7;1
849295;47270;12857;10823;7713;6527;4012;1504;30;70;27;1
35850;11410;5410;6792;4020;3222;2373;1054;64;61;16;1
24720;31468;5222;5159;6838;7739;7083;3137;75;41;7;0
925284;201553;81569;31467;46196;57151;16290;13590;41;64;-1;1
125623;55489;5268;5378;7087;4987;1865;1190;63;36;15;1
282289;48806;3762;3558;4051;2043;1216;478;34;24;36;1
437041;16424;3805;3554;2455;3962;3683;1900;54;65;10;1
329133;74321;12052;17028;11952;6100;4391;1899;54;68;14;1
119765;22888;2536;3964;3054;3483;1633;980;43;21;-1;1
640874;76661;49397;28972;27059;17997;16994;4922;45;95;15;1
40083;8915;4923;5900;2730;1893;2029;797;42;74;-1;0
36726;30049;5123;6838;4772;5714;2344;2536;38;48;8;0
45393;50545;8300;15406;12524;9592;5044;2953;59;47;-1;1
582620;195952;43309;29851;55977;38548;15164;4621;49;52;21;1
313622;42551;10765;7413;7349;5064;6068;1836;85;80;13;0
325804;53801;12924;5268;6002;6677;6107;1547;45;56;33;1
20570;18333;7128;8330;4636;4199;4185;1238;63;72;16;1
33389;25287;6745;7761;6528;4418;2065;1477;70;48;14;1
389066;430482;54297;36309;46588;16498;22909;13208;41;56;53;1
341800;44205;14885;11909;8133;13483;7458;1517;62;68;-1;1
25277;8557;7222;6530;3457;2181;1647;970;57;82;-1;1
101884;48498;10064;3819;6999;4158;5031;1880;51;22;10;1
230516;31586;12565;16691;8830;4673;5333;2818;56;57;19;0
136160;29123;11384;14167;6706;7093;3874;2153;54;66;8;1
692878;59293;14924;36496;43853;15681;4158;3243;33;27;-1;0
238755;22416;6016;3052;3033;4721;2114;1698;66;61;22;0
47277;12126;5821;4569;3935;2839;2030;1073;61;57;11;1
33076;16770;5734;4146;5710;5117;1189;1303;67;49;5;1
131183;18942;4806;6640;10467;6944;3090;2434;68;61;17;1
415221;23839;11106;7116;3766;3352;3795;1711;53;74;26;0
47752;14512;6435;9933;5055;3116;2111;1128;59;74;-1;1
171043;63479;6106;6724;4067;5021;3450;1070;69;50;-1;1
90696;38159;5447;18991;5532;9217;7420;2157;80;71;-1;1
95732;18975;11810;7846;8067;5185;2748;1300;56;67;11;1
135803;15377;6576;4410;4437;8197;3272;1869;72;70;-1;1
82715;145710;20529;10724;6163;8321;4563;1238;29;62;21;0
38067;11561;8090;10492;3678;3817;2012;870;61;57;10;0
469167;65320;13551;13223;11855;5696;6423;1829;78;63;13;1
782708;56142;20376;8543;6074;4869;2377;1463;24;68;37;1
132841;37824;16921;6609;7077;2506;1827;812;44;68;31;1
59509;39170;12952;6805;7720;6132;3434;2165;56;58;-1;1
308425;33484;6298;6431;5571;3664;1984;1233;20;31;-1;0
145742;42465;10739;5816;6884;5999;3116;1093;43;55;7;0
58940;26030;7918;5274;3393;2834;1617;1929;21;73;31;0
402971;41921;12706;7331;6219;4386;3611;2766;54;64;-1;1
450286;37568;6295;13732;6617;7182;4285;1856;60;71;-1;0
385787;34056;5586;9285;6850;4033;3067;1394;41;65;-1;1
16907;16136;4988;6887;4629;2818;1868;1083;68;50;-1;1
51899;22393;8667;8715;3856;4133;2424;1390;81;74;8;0
136124;35823;7263;7741;8479;7324;5810;1969;84;66;-1;0
498556;78271;33892;16689;11285;10934;11865;5240;48;63;-1;0
75296;23223;4384;7992;4206;3984;2078;1171;58;73;21;1
1057568;178943;40871;25316;15575;15340;6797;7628;30;66;18;1
41946;31863;7402;7074;6601;11191;10370;6925;76;47;12;0
105860;52116;16156;9460;10302;6241;3781;2379;33;66;24;1
704114;71639;12655;11147;9706;11327;12239;9993;31;23;-1;1
397107;35815;5407;11838;6476;5033;2237;1067;45;48;-1;0
58561;30366;4706;4810;4678;3311;1711;810;66;56;16;1
178161;35020;4660;6704;3073;4715;3494;1391;54;60;35;1
446908;65723;21018;16592;15257;14751;15252;4882;37;63;-1;1
450743;29825;15290;11056;9908;8650;8060;4949;56;69;14;0
59151;30997;6332;9683;6695;5973;5587;2824;79;70;20;1
548838;105143;16744;12941;7155;5665;6177;2351;6;43;10;0
1231419;67384;25216;21765;7776;6295;3957;854;27;74;37;1
1492019;200519;43599;33099;29419;13887;8330;3846;36;71;-1;1
138489;54227;5122;5401;12265;6487;2743;1210;49;51;-1;1
46575;58888;12006;7429;9735;5798;3334;2050;58;62;-1;0
261910;64871;10574;10658;12008;7239;4420;2463;57;33;7;1
110664;59687;13362;11144;9282;4987;3077;1332;51;52;14;1
584443;61506;15405;12560;13483;10105;3971;2096;39;69;68;1
913907;142850;19738;19042;13311;8902;3996;3583;31;73;25;1
12176;23378;6556;8724;4717;5048;2649;1453;55;82;-1;1
650410;43828;9195;5617;6551;5282;2878;1844;42;55;10;1
364375;89420;17997;24096;8883;5199;3116;1927;20;60;18;0
73089;28910;8342;3185;5300;4020;5017;1780;52;24;10;1
262725;94621;15322;9551;12797;5510;5919;2657;42;65;-1;1
412983;218590;37668;48301;33762;24779;21897;11687;50;53;21;1
1074569;209402;38751;43562;21651;14277;9690;7266;44;68;45;1
180569;25883;13137;10504;11587;10375;5960;4062;50;55;-1;1
313107;44555;33269;20065;13021;20830;14685;9299;76;37;-1;0
53745;43788;13602;8138;11145;12804;8964;3928;75;66;-1;0
325790;32782;3617;8852;2516;4945;5369;2460;55;60;-1;1
59396;17641;4984;4677;3685;3181;1523;1024;65;66;-1;0
223167;11721;5457;8649;7470;6788;4082;2516;53;70;18;0
71946;9030;4243;6774;2590;2796;1858;674;42;64;10;1
50618;24242;7653;6361;3705;5616;4805;1419;54;65;14;0
564952;119237;12985;25984;11525;17105;23166;3184;11;8;7;0
23290;21936;7514;7352;3515;3546;1911;960;70;67;24;0
1153558;159395;23391;19374;16581;15427;9518;4174;35;58;55;1
676468;185945;60124;54834;34395;26595;20301;9550;65;84;10;1
154655;15585;8857;5128;8214;3917;2405;1776;44;66;20;0
75993;12405;6736;5921;3196;2098;3023;847;60;71;-1;0
19874;15528;3844;4431;2385;2563;2089;685;45;59;11;1
369121;82204;17327;20386;32882;28960;1742;1186;36;56;-1;1
144581;19321;4629;6795;5943;2642;2399;992;47;52;6;0
130079;24785;6692;5622;5321;8424;3744;1981;77;70;-1;1
58628;23071;4516;6177;7100;8919;3974;1857;51;46;-1;1
411593;145869;36098;43079;20450;14576;11060;3171;51;60;41;1
325615;95713;28650;24405;19836;15199;14373;6350;57;76;9;1
12702;13384;9297;6509;9970;5393;2222;1853;81;70;-1;0
38344;15386;2466;1959;1634;1385;726;742;48;67;-1;1
66545;19413;7478;5282;4857;7270;6462;3192;54;57;8;0
268701;86128;39039;22830;13904;10208;6881;1734;28;78;-1;0
219760;43061;12339;5458;11228;7471;7010;3846;58;56;-1;0
1034551;116711;21212;21332;23370;8925;9590;3781;31;77;12;1
339064;31379;19075;23994;14631;8855;4711;3128;63;58;11;1
33752;16974;5871;3783;5524;4466;1129;1265;62;48;5;1
120322;34642;11703;6359;4933;3074;2368;1095;36;76;16;0
520878;89745;5646;7489;6361;5360;3282;1235;36;59;32;1
676150;57738;10491;6146;7982;8043;4042;2187;39;52;10;1
976916;54451;20802;20358;26166;12707;5333;1789;58;55;89;1
11030;18519;8418;9684;12740;6086;5152;2494;68;49;-1;1
522453;45028;4922;13525;9707;8593;5133;3181;57;58;18;1
37694;22929;6195;6175;8958;6556;3788;1946;53;21;-1;1
1306282;243930;68133;24337;17825;18015;20424;7431;25;60;35;1
52295;30722;5439;5686;8157;11881;5263;4829;83;54;-1;0
546402;127002;33289;21209;11851;13359;10692;6321;45;52;30;0
1174348;188028;62637;24058;69620;37143;13135;6625;55;53;32;1
126910;29947;10072;6890;5412;9224;5266;4009;66;55;13;0
25124;17633;3211;3919;4761;3181;1530;971;87;63;-1;0
1498416;305347;66826;36032;65051;39189;15650;6217;54;52;46;1
72330;57229;8009;9588;9135;3221;2399;1696;30;54;10;0
43527;16594;4782;4641;3677;3537;2933;1156;66;60;16;1
