Flag;Delta;Theta;Alpha_low;Alpha_high;Beta_low;Beta_high;Gamma_low;Gamma_high;Attention;Meditation;BlinkStrength
1;4545;4800;680;2962;3732;2462;1864;786;69;66;-1
1;2956;5076;12180;2615;3480;3762;2164;1494;81;80;-1
1;72096;22335;5170;6855;1979;3364;1408;642;87;78;-1
1;26687;7340;1334;3809;3380;5929;3463;1278;90;70;-1
1;8898;19475;2188;10281;4851;3364;3019;852;80;74;-1
1;17865;5570;7310;6091;1832;1672;2495;886;70;75;-1
1;16431;8991;6367;6156;2242;3258;1927;598;77;81;-1
1;587977;29171;20831;30119;18784;24423;25045;8096;70;88;-1
1;90176;154583;2381;19880;14014;11047;7097;4817;66;78;65
1;251506;119219;17660;35353;12394;30961;9171;10243;75;64;-1
1;1166384;51239;21245;2529;9329;11215;3978;2332;74;56;-1
1;23592;15770;8938;2106;6177;2982;1902;1172;63;51;-1
1;228865;72870;28033;20386;34863;9279;8895;13926;66;61;40
1;9952;22975;5460;4857;2830;4678;3417;3283;63;61;-1
1;9698;2111;2068;14665;2963;7992;3164;1178;75;75;-1
1;21133;8315;2190;3769;2803;5054;2655;680;87;74;-1
1;236900;140493;17420;67369;17344;26734;27407;5481;91;75;-1
1;175800;16903;98;4299;1720;1627;459;163;84;70;-1
1;7358;6163;2130;8611;3936;2563;2095;253;74;66;-1
1;131770;26297;1870;10038;3054;2796;697;1310;56;66;-1
1;105921;60970;27472;48287;37682;43602;8697;8170;64;67;-1
1;25778;20963;4162;7906;15316;12207;5535;1219;81;69;-1
1;72112;36793;6439;4072;4008;920;1212;427;60;57;-1
1;6277;4620;13755;5805;3280;5603;2126;1694;74;69;-1
1;11561;3800;8991;12169;7805;4334;3703;1705;67;78;-1
1;21622;6463;8397;6279;5580;1894;1667;1933;54;90;-1
1;2413;17925;22397;19898;6476;4242;1669;380;67;100;-1
1;365990;143517;46106;44131;30798;17649;8371;18457;54;96;-1
1;8588;10476;3656;3560;3380;2259;3047;2148;51;88;-1
1;11593;7477;2653;4536;3615;5299;2324;942;66;80;-1
1;5169;7807;13877;4776;4630;1900;1327;2164;66;78;-1
1;30037;11569;2553;2354;6959;3128;1943;1575;75;70;-1
1;101059;34521;2267;4311;4111;3383;2496;1236;70;61;47
1;106171;51022;10071;8982;3308;5826;3327;2534;56;60;53
1;295493;22462;4328;3073;3358;726;853;324;44;47;-1
1;24167;7568;9869;25715;6227;1999;1393;423;29;66;-1
1;14732;14189;10545;8016;3235;3321;1990;673;30;81;-1
1;96159;95838;15878;14264;11936;5314;2295;1684;24;80;-1
1;16993;25490;2680;2321;3517;4228;4525;801;43;74;-1
1;2395385;286937;35363;33797;8940;41495;19957;4766;53;53;-1
1;253922;83778;29411;6654;3201;5914;4898;4413;47;47;52
1;129801;9757;1768;11401;5169;2636;2087;676;56;54;-1
1;12493;6853;1951;10197;2720;3666;1264;557;60;69;-1
1;26324;17798;12776;8801;5178;4798;3414;1060;60;81;-1
1;887647;132652;13353;48379;33735;26878;6363;5797;70;81;-1
1;11909;11197;6696;7098;3855;2807;2253;448;70;81;-1
1;646858;52020;25489;21516;36203;9136;10463;5034;63;77;-1
1;63325;40359;33363;14303;10122;9353;3603;1315;61;77;64
1;283779;36579;20975;14768;19119;10098;11487;5140;61;80;-1
1;10773;5518;4471;3595;2416;1988;1688;300;64;81;-1
1;12149;2585;765;11532;1886;1912;2327;707;67;93;-1
1;2653;2233;2420;3865;6412;1704;1772;1679;74;90;-1
1;75598;20420;10889;3325;2989;2470;1822;1215;66;91;45
1;50201;42192;26435;5120;11523;4455;2006;3364;56;87;96
1;66191;78261;6586;7547;4647;4276;1673;1373;47;66;-1
1;3753;7582;3536;2120;5664;2358;1203;943;44;61;46
1;1749615;248897;25943;37559;57470;25070;11773;3502;47;53;-1
1;63544;40445;7455;6302;6806;5546;2984;517;51;47;60
1;187279;37848;8110;4802;17119;3828;1421;1731;54;48;-1
1;101195;14201;1236;1193;1640;2151;1156;642;50;40;-1
1;2067196;60974;37696;11658;4600;9332;4636;1032;51;50;-1
1;40239;4535;1117;889;403;958;2160;705;56;53;-1
1;2143169;439524;42390;26118;86153;40692;12047;17056;56;48;50
1;1744003;282928;109943;17702;45168;81048;35691;6538;60;56;61
1;451222;27712;25195;11494;4989;5825;10321;4254;60;57;47
1;282846;17845;10229;7844;4320;4089;4323;2125;57;64;-1
1;15146;19343;7606;28887;8077;3522;1892;3153;56;83;-1
1;9775;6343;12471;2158;3550;5063;1944;565;57;93;-1
1;28788;14086;30761;14500;10847;10517;5980;2542;64;96;56
1;1292643;48796;5140;12796;7347;5601;4201;2667;60;88;-1
1;4240;9145;2165;2468;5450;3893;1507;1138;77;75;-1
1;94759;32673;5882;3944;1237;3667;8672;1429;66;63;74
1;106467;73319;11100;4957;10435;17763;10277;2428;67;47;-1
1;211159;14323;1087;1652;1185;3209;1356;725;78;40;-1
1;866202;296418;29237;8222;39019;37625;9778;5524;67;34;47
1;295650;17234;32886;12757;17877;11989;21864;10256;75;44;-1
1;46575;9663;7678;4406;7765;4467;8534;3074;75;54;-1
1;42130;46185;2046;12808;3896;7276;2797;1450;70;60;-1
1;25813;6328;2908;7492;4864;4789;2786;825;80;75;-1
1;90350;12370;2458;9172;4374;3140;4491;1346;78;70;-1
1;1114034;48225;33913;38418;4438;22673;9153;1892;78;75;42
1;408561;56735;3967;11257;9654;9577;6181;4014;78;74;-1
1;1257754;278287;48200;13806;18135;20046;32341;18790;61;63;77
1;318089;171243;34816;10689;19834;20693;14873;12772;57;54;40
1;270262;24464;4054;3143;13621;4814;4180;4201;54;41;61
1;401517;73262;49302;11804;8340;4757;10844;4737;40;51;-1
1;144689;51111;29975;28832;14032;24143;20808;15731;54;63;-1
1;13997;12144;1202;5992;5043;4067;780;970;63;66;-1
1;78035;20390;8780;5274;5781;3591;945;857;57;75;-1
1;27939;16853;1338;3736;1169;964;457;369;63;66;57
1;122047;18026;1281;5197;2006;1183;824;137;48;57;-1
1;39932;6469;21165;10581;3433;1714;1474;2075;29;77;-1
1;169140;23838;4437;17022;7509;3807;1562;1321;27;78;-1
1;8330;11736;2544;3635;4022;2647;2777;816;40;81;-1
1;9132;10943;14344;5888;6955;1722;2223;1129;40;91;-1
1;19501;6231;3557;13292;4541;6446;1356;454;60;83;-1
1;659006;106987;53087;38255;8956;16184;7446;6992;60;83;-1
1;4626;6070;1291;6422;3244;1434;1199;233;56;90;-1
1;10894;30803;2076;7724;2782;4474;1752;2097;64;78;-1
1;2106958;128751;5965;6615;34232;13331;13850;2254;53;56;-1
1;71520;3001;1658;1514;1031;826;562;93;57;56;56
1;59252;48227;25949;3570;3163;2589;2255;923;47;53;-1
1;22018;4207;1634;6107;3642;3003;1798;440;54;63;-1
1;244757;232906;120892;47868;38734;30000;7778;5711;51;80;-1
1;20286;14526;5891;5277;9316;2821;4797;2012;50;75;-1
1;7601;1346;2583;2502;2714;1960;1605;477;75;80;40
1;49600;11633;3796;1022;3038;1443;487;260;63;70;89
1;1738;5713;9908;6764;4445;4493;758;794;74;78;-1
1;54745;20037;2850;10094;4018;2813;5693;2377;69;80;35
1;3831;5142;4452;1157;8299;4497;3726;3559;70;69;-1
1;4764;5187;10489;8439;3220;6812;1845;1582;87;83;-1
1;127233;19983;1406;1116;956;1375;1906;1328;74;61;99
1;391738;56287;6892;7003;1868;4775;6838;1701;70;54;54
1;3292813;328255;47240;45462;38200;27483;42737;15198;51;53;-1
1;136032;108883;63153;5536;7060;8993;8553;3799;34;47;-1
1;713649;78653;35901;13530;10334;7053;3597;2859;30;60;-1
1;1390229;114571;24263;42959;7557;11203;16755;7578;29;67;-1
1;122343;104132;17177;2472;3544;3411;2510;1216;20;64;70
1;2114901;138574;35281;6050;19554;13862;51435;11807;23;57;-1
1;2190290;783721;228045;56678;48137;54547;27823;13696;23;53;111
1;1129929;108281;12275;90309;27502;20784;27922;12253;29;56;34
1;603712;89634;42985;37449;9326;5121;6757;1034;30;67;57
1;15533;13228;2831;8143;2120;3588;3308;1238;38;75;-1
1;70522;9418;3635;1859;3562;1706;774;1032;48;77;-1
1;507931;229357;10078;27422;10321;19919;4155;9527;43;63;-1
1;1889964;170251;8791;49377;24964;44852;20860;6522;63;54;-1
1;60329;11887;605;3847;3375;881;627;611;51;48;-1
1;2286851;256994;64390;63253;35440;29490;20480;6436;48;48;-1
1;79898;9990;2571;2038;1965;421;744;132;38;56;-1
1;1382600;47258;58799;19642;18146;15949;24626;8458;34;66;-1
1;2890;5850;3288;3534;1087;9677;3194;1351;60;69;-1
1;97442;182891;16310;30358;22833;17536;30926;11264;57;63;52
1;6904;6005;1634;3772;971;6190;2852;1579;88;63;-1
1;2271;10389;4042;8608;1638;7699;3725;430;97;60;-1
1;98382;4528;2694;11375;2421;4056;6673;918;84;69;-1
1;49922;32238;16830;12307;2913;7276;2044;770;91;81;48
1;11121;2476;927;17990;4088;1812;3458;709;70;94;-1
1;64279;34000;9484;15829;8222;3556;2584;1208;53;93;-1
1;7798;11320;4436;10841;4253;2500;1299;726;44;90;-1
1;166869;73616;36076;12193;30259;9372;10546;5832;40;84;-1
1;334504;296829;7009;11625;8010;9887;10180;5450;29;54;-1
1;145441;60788;7771;21215;11504;5124;12135;3468;29;51;-1
1;28217;12493;6179;4520;981;3778;2527;1321;37;50;-1
1;7983;8717;2510;5300;8812;4666;2753;1148;48;48;-1
1;10466;9750;6068;8190;2644;4958;3517;2758;67;69;-1
1;978366;186307;10916;24605;17880;5607;6655;1797;57;63;54
1;33770;10297;2053;722;1653;1617;1536;524;56;53;-1
1;916677;66553;30169;63374;16664;5700;12709;7480;35;63;33
1;349742;54799;8777;14610;5771;7761;14050;3283;27;54;-1
1;161763;131231;60007;26428;15098;13242;32873;5327;37;64;-1
1;382533;59081;56969;30174;48795;16000;14458;2199;37;75;-1
1;25168;13048;4234;13376;1689;4063;2086;272;50;74;-1
1;13409;12137;9558;2277;2113;840;1568;567;38;81;-1
1;720218;89661;9753;61086;40920;38281;16960;5639;53;78;-1
1;16365;8400;16627;6435;6932;4289;1550;2857;54;84;40
1;29717;17057;2506;853;1339;733;1057;288;41;69;-1
1;551022;176293;21760;23473;54152;8820;9182;7144;43;57;-1
1;194694;5627;1618;10709;3623;4076;2559;1458;41;64;-1
1;3845;5210;8815;4041;11783;2073;2821;666;41;60;-1
1;78945;13386;10524;1713;2379;3620;1188;1325;54;69;-1
1;83080;26063;1082;14509;12915;3184;3303;1797;61;77;-1
1;192833;7450;2324;11221;11425;4736;7314;323;61;74;-1
1;13680;6187;4388;2969;12505;4330;2994;645;70;66;-1
1;103855;10962;4499;2532;2931;854;681;328;60;64;47
1;187849;6114;4345;3906;9405;5982;2789;1447;77;64;43
1;8399;20225;4518;2252;3517;3138;2016;490;69;56;-1
1;342133;51225;6280;21544;23978;20417;6974;9261;66;56;-1
1;673444;51572;12772;19829;33141;16460;24610;12686;83;53;-1
1;14279;20934;10789;5265;3358;3203;2401;425;66;56;-1
1;16729;25401;3307;2379;1211;2954;2371;1208;63;54;-1
1;18962;4965;2619;7331;3801;4407;3039;1822;64;63;-1
1;1907176;30680;58987;142620;23541;16149;13617;10299;53;83;-1
1;59892;16572;2778;7269;9595;2952;2468;1594;57;77;51
1;523398;98421;10043;55986;42914;15051;19887;9664;57;84;-1
1;47177;11208;3507;13623;3522;3905;3004;645;50;87;-1
1;703732;193657;28644;10626;30499;24995;30549;8347;54;60;-1
1;62962;55231;21604;2474;2951;8509;4121;782;54;60;61
1;1095478;34907;8897;14076;5439;4007;6774;1737;51;61;-1
1;96928;8541;8031;2253;3522;4092;4976;4163;56;57;-1
1;7391;5764;2195;10965;8612;3049;1540;1044;60;70;-1
1;38695;16077;16032;6579;2980;5346;2241;831;61;81;-1
1;67903;17441;1670;5657;6248;5839;3150;631;74;75;-1
1;67336;39815;4374;1878;3428;3073;1828;1986;61;61;-1
1;1386778;90638;46232;24220;34120;12954;23514;2694;54;57;-1
1;5564;6415;9697;3027;945;5515;6981;810;63;57;-1
1;3864;3787;7988;20813;3775;7304;3303;1113;63;77;-1
1;123714;18341;4683;2035;1604;1266;1055;291;60;84;55
1;24101;76362;16986;9294;6687;5082;8129;1573;53;80;55
1;10579;19687;3195;2004;3206;4180;2072;1954;50;64;-1
1;566668;4982;4173;4094;9839;5151;5047;2917;54;51;-1
1;149102;174796;16862;4987;7524;8487;9720;2060;54;43;-1
1;289742;98440;7749;1966;11009;11419;11650;2684;63;30;-1
1;12023;12171;1692;11226;2943;4168;5183;5303;63;43;-1
1;509174;198211;94779;26827;10486;29085;39424;19968;48;43;110
1;54340;32417;30967;3086;6052;6343;7496;1950;54;61;-1
1;18626;11247;7575;6600;3711;6518;1206;1697;63;80;-1
1;5172;18803;3773;3497;2219;3654;1045;983;61;70;-1
1;310458;132564;60157;9165;15082;16551;35270;4542;60;70;39
1;308194;60012;5425;11061;6322;11948;10548;2384;66;60;39
1;126205;29066;6486;10452;14529;5203;2326;4328;57;54;47
1;307258;59119;53348;56929;19207;13644;14907;5885;51;66;-1
1;112403;24820;10037;3722;10052;2516;1383;504;48;64;-1
1;130471;9309;7744;1735;3979;2070;2658;1275;47;75;-1
1;192124;27183;4456;12509;7596;4445;2246;1411;44;77;58
1;35061;7508;2276;5108;6070;3264;1678;1158;54;66;-1
1;54742;43600;8836;25638;10068;9898;7843;5048;61;70;-1
1;51512;23824;7283;6765;2500;3289;2110;906;57;67;-1
1;80136;15894;5191;3801;1669;723;1111;321;44;67;-1
1;8210;41996;3322;3112;10445;4473;4517;7021;37;56;42
1;86896;7215;2121;3664;974;1822;1561;2315;38;57;-1
1;6316;17951;3455;8662;5885;2534;3759;1344;38;57;-1
1;8968;8115;5801;4159;3277;4554;2731;497;61;60;63
1;82470;83916;19169;11567;13523;3804;3916;3252;50;67;-1
1;50238;26454;7546;2313;6599;4415;2415;1563;48;61;-1
1;46084;30818;26721;6735;9546;3754;2693;2411;44;66;31
1;40123;3496;1859;5516;1511;1272;1673;433;37;74;-1
1;15310;9978;10411;4448;3009;5799;1652;1202;56;80;-1
1;10554;8871;4868;7866;2752;3942;7402;1349;61;90;-1
1;46144;15224;1997;5545;3699;4488;3457;2208;74;81;-1
1;3590;8257;6287;18091;1942;4953;1298;1753;77;84;-1
1;107587;41040;7733;5116;5387;3410;2832;520;63;75;-1
1;8202;15767;8118;3734;8983;4816;2546;387;61;67;-1
1;18004;10016;5470;5625;2830;4344;5198;530;63;74;41
1;85216;11099;5379;7858;742;1329;258;242;53;67;-1
1;27813;9346;875;3462;2876;3376;1323;503;66;67;-1
1;93522;12718;1909;3009;2442;1344;399;326;57;63;51
1;110136;27693;7845;4247;4891;1683;2150;887;41;57;-1
1;20036;11286;1691;1382;1014;2749;2030;836;53;44;-1
1;15791;16868;1914;8737;1855;3965;4815;1199;48;50;-1
1;68020;53768;20131;7390;10915;6671;3689;2970;50;51;-1
1;76690;4386;6451;5205;5545;6174;1286;937;74;60;-1
1;13691;6644;4349;16515;3780;3200;2793;2176;67;77;-1
1;102647;9551;1154;4764;4492;4416;5366;1344;75;74;-1
1;500121;474143;9185;9006;26948;67819;23495;4137;80;51;-1
1;99065;16425;22949;6982;4353;8786;2465;460;70;53;-1
1;134913;52670;29223;28186;15441;5657;10668;2776;63;48;-1
1;33986;11918;1118;6075;2169;4213;2480;1277;61;50;-1
1;3610;18989;10614;16220;14352;5219;1736;427;60;78;-1
1;31950;13730;487;8735;5841;3460;1424;1292;56;70;33
1;33980;5039;8943;2530;4182;3628;2567;1566;70;74;-1
1;78912;9103;4845;12155;2424;3003;1805;1122;64;81;-1
1;9439;5875;3359;3214;1667;2397;4254;1220;69;81;-1
1;2144790;75144;38269;5678;35993;9626;10345;9296;63;80;-1
1;95128;23038;3548;3624;6904;1675;4094;805;50;66;-1
1;154877;51937;15653;4604;8877;5068;5459;3476;44;53;46
1;133131;45750;3862;3063;1012;3412;5284;1894;34;40;-1
1;266217;6758;2857;9553;1671;5190;2313;998;47;48;-1
1;475677;77680;13874;36889;12950;5771;11107;6138;44;56;-1
1;3116;6127;11396;1559;1781;2808;2760;475;51;69;53
1;560896;128211;3188;6781;4671;4800;8283;1439;43;63;57
1;70153;13574;14708;5418;1569;1971;2133;796;26;64;-1
1;21042;12134;4588;2629;5195;1616;926;412;34;61;96
1;86405;4721;1072;987;1552;859;763;431;34;50;-1
1;966274;329423;31118;16541;62766;37892;29350;9669;44;53;116
1;3008124;108362;36785;11358;8981;39086;62433;10048;60;41;-1
1;815741;1326786;275996;127037;106335;42885;34439;30222;48;40;73
1;2234350;66657;43953;16272;13470;24028;7942;8628;51;44;-1
1;52631;6646;9739;11355;1948;7509;1957;1748;61;66;-1
1;209837;21467;4095;2549;8353;3120;1093;1545;53;61;-1
1;120786;58610;57662;59270;35667;25275;5269;1974;70;74;-1
1;23303;9061;9485;16661;6068;2756;2815;516;63;81;-1
1;33596;11358;6638;6823;12501;2310;1290;1022;51;74;-1
1;13426;13273;3305;15735;1790;7333;4212;448;60;88;-1
1;33729;29592;2063;22050;2528;2556;2908;564;47;84;-1
1;1382865;78934;19401;14676;18802;25451;15651;3418;57;69;-1
1;132041;70111;31082;6179;6592;21157;12893;2256;64;67;-1
1;95675;28120;19880;994;3795;8193;1911;555;63;63;-1
1;64694;14268;2000;15650;8949;10058;3929;795;83;61;-1
1;62588;8269;387;2230;2139;712;1098;260;70;60;45
1;17931;5503;5214;14418;4202;2245;2432;1460;63;74;46
1;5033;14422;5574;3687;736;4050;6427;1109;61;70;-1
1;52252;9844;2714;2228;914;3416;1572;2023;60;67;-1
1;10395;11597;3932;10309;6670;5632;1204;1465;70;77;-1
1;15327;13702;7909;10486;6309;4062;2090;473;75;69;-1
1;209478;21427;4859;6250;3576;4088;2784;3995;70;66;-1
1;20428;16101;1022;711;1353;619;1443;792;51;54;-1
1;91927;137366;33404;8568;4626;7112;3541;1122;34;48;102
1;12563;12643;10570;869;6925;4274;2815;801;38;43;-1
1;9924;3410;917;29679;4125;3227;2335;899;35;63;-1
1;8271;1086;475;6471;2879;2080;1496;543;56;84;-1
1;513035;46481;35026;54729;17050;8599;15816;4617;61;97;-1
1;100783;6390;21493;1958;3845;4901;1920;1533;60;100;-1
1;7691;11778;14363;9485;2580;3069;1651;1603;57;100;-1
1;227377;107046;53032;20967;21599;30035;7162;3349;53;93;-1
1;1558;14667;9235;16112;4832;2407;1480;599;53;93;-1
1;683067;24166;7394;11186;9128;19074;14145;4316;64;81;-1
1;1570656;122653;52999;34183;45305;18311;17106;5496;64;70;-1
1;55322;14666;3983;991;3913;808;740;469;50;64;33
1;2246713;28066;1134;7766;18730;24580;10946;4241;75;44;-1
1;6277;4966;4114;13679;5322;2961;2035;629;61;56;-1
1;211565;14956;7553;9783;4100;6061;5924;1037;67;61;-1
1;36139;8645;1657;3743;7755;1313;1335;773;78;63;-1
1;78830;17503;7039;3547;10155;5546;1894;2120;64;69;-1
1;8861;14511;7705;15333;3632;3939;2560;1188;63;67;-1
1;12767;21357;11393;23973;5743;3154;3009;927;51;74;-1
1;18162;13734;11211;6790;1303;4956;902;769;54;83;-1
1;15605;14201;1081;7098;10962;3000;2505;565;51;83;-1
1;25521;12123;9584;5321;924;2737;1546;419;51;81;59
1;80436;14083;2637;15515;9398;4702;1446;518;61;77;-1
1;12501;10508;3504;7858;2798;5033;1265;1234;64;74;-1
1;12764;14106;3639;7789;5702;2352;1900;2240;61;78;-1
1;245261;65297;2558;3477;2210;5099;4234;1447;57;56;49
1;126518;10371;2181;1136;2884;1482;1434;138;54;47;49
1;34753;11504;2659;3929;4082;2634;1872;458;50;40;88
1;6736;11944;13282;13113;11254;5841;3351;1498;54;44;-1
1;23963;2474;2451;3592;3067;4994;3937;3244;77;61;-1
1;41943;14310;5335;6610;5094;3730;4124;2489;80;69;-1
1;18960;3779;16728;7596;6819;3397;2187;475;78;83;-1
1;65189;10635;8074;17368;6110;3331;3357;1579;74;87;-1
1;6387;2596;2589;1520;1850;1921;1930;1572;67;90;-1
1;596111;83170;54218;35802;18227;13161;11999;7628;60;93;-1
1;266735;147284;21337;10482;15573;24400;5018;3166;61;74;106
1;359334;16156;4551;2379;1090;1744;1457;363;61;74;-1
1;186371;5444;4297;3111;1681;6849;9336;1667;80;64;-1
1;223337;13299;2654;10649;4647;6843;3719;4023;78;61;-1
1;6432;8192;7714;5037;3601;3408;1690;718;87;63;-1
1;9547;3762;5654;7330;3774;3706;1877;567;91;80;-1
1;23683;14889;7400;17297;4749;6369;2753;697;78;84;-1
1;14704;8360;15147;8419;7290;4409;2250;396;70;93;-1
1;576065;137375;6841;43070;15230;25297;7220;3723;69;83;-1
1;13076;7063;28191;10385;3057;2327;3187;1267;54;93;37
1;157089;10754;19303;2256;3226;2515;2785;1239;47;94;-1
1;27607;26708;4787;7423;2808;5403;1779;2657;47;83;-1
1;826858;121515;16876;74789;62668;35285;12626;8052;48;84;-1
1;1010663;80917;19067;19305;12445;17918;7853;7242;60;66;-1
1;23087;10755;6657;8605;9283;4142;1455;1390;67;60;-1
1;117740;73504;19627;18567;13171;5370;2930;1430;57;63;57
1;74682;54213;35278;16575;10462;13962;10890;3281;54;66;-1
1;3450;2288;4938;1946;1448;2180;1550;1650;61;78;-1
1;532518;59628;41428;24122;5539;24469;8279;4556;61;80;-1
1;588995;22485;60626;32789;23305;11385;5456;3238;67;93;-1
1;3026621;77750;40872;30934;14066;12590;6554;3610;63;93;47
1;364366;10971;3672;1535;657;688;719;169;44;84;-1
1;652724;78590;93885;30879;24121;15820;4350;1855;37;87;-1
1;77671;24466;14701;7900;3350;1850;789;546;26;80;-1
1;117498;10490;5619;33678;1071;4342;825;2053;27;90;-1
1;322378;224396;5717;4811;20433;14687;5975;12390;30;69;-1
1;529548;121233;4116;8983;5394;8473;7195;2310;29;47;-1
1;20872;4822;17493;13235;6535;2513;2769;959;35;56;-1
1;140255;48655;1218;12516;12348;6287;4503;3014;37;35;-1
1;9528;14133;5167;5831;9208;4027;4782;1191;47;54;-1
1;87365;13348;8767;2909;3547;3276;1846;1208;53;70;-1
1;356660;27914;7247;7256;6669;4156;6469;915;57;54;-1
1;665808;172881;5821;14703;14896;20613;15135;2631;60;50;-1
1;173726;23664;14261;19600;9675;10733;2760;1552;60;56;-1
1;35922;25024;2263;8788;5424;4545;1001;626;60;51;57
1;61481;19079;4763;2559;3764;1436;787;823;53;50;104
1;6081;5629;5253;6605;6217;2521;957;677;54;66;-1
1;69954;32228;2828;12276;2777;2105;2943;1262;41;60;-1
1;890;4465;3459;4383;2916;3926;1147;619;51;67;38
1;245145;57022;34574;46134;15953;18545;7031;4563;61;77;-1
1;110093;57186;6154;7356;3407;6032;2462;1289;54;63;44
1;197964;14725;3927;3018;2539;1016;821;420;54;63;-1
1;120805;5631;7823;11153;8939;3685;4415;3406;47;67;-1
1;6795;11053;4446;3178;2696;6188;4641;1087;56;60;-1
1;1387;23402;10057;3637;6526;5868;2481;429;63;66;-1
1;103722;144004;16065;9146;21840;4084;4061;894;54;57;-1
1;15011;10203;2220;1260;758;2285;722;588;56;47;-1
1;101052;41695;8167;3051;6154;6466;1553;2617;47;40;-1
1;4450;15856;10618;1844;2251;4054;4567;3001;47;43;-1
1;541023;199085;39792;18424;5378;7503;11935;6363;48;50;58
1;37095;17443;1821;817;847;2027;818;321;43;43;100
1;182299;23620;9037;4070;2837;1037;832;567;29;51;-1
1;4066;20904;9961;2973;1145;3836;2355;1336;26;50;-1
1;56709;9103;3306;5374;5491;8212;2866;1287;56;53;55
1;83530;15071;3659;1622;1633;2328;789;431;57;57;104
1;14975;30206;4707;15407;2587;3647;1679;623;66;60;-1
1;51818;22812;2498;3094;1911;1233;733;445;57;51;55
1;47707;15112;4444;870;2857;1036;464;186;35;50;97
1;42524;14681;7154;4709;7206;6420;2990;2172;41;53;-1
1;257489;36217;21654;93671;52914;17077;11657;6788;47;60;-1
1;1074272;113962;54802;36299;36996;20942;65222;23573;54;67;-1
1;10051;8627;4290;5320;3097;3300;1308;582;67;77;-1
1;5481;13300;9703;14149;3820;2285;1479;1368;51;84;-1
1;30556;12029;4829;6547;10212;3363;1450;1463;54;77;37
1;14048;10880;6407;6529;2929;4250;3413;1354;61;80;-1
1;43326;39844;11734;10119;9365;5621;1431;1230;53;75;-1
1;6731;7943;2141;7357;2248;5080;2057;1535;69;69;-1
1;2233;716;955;8361;1647;2968;1078;1173;77;83;-1
1;171456;78824;6292;7385;14204;2000;2111;2241;54;67;61
1;226885;25455;14870;4584;4751;5564;1403;1443;57;70;-1
1;284967;74377;17362;30449;19109;12186;12170;4049;48;67;-1
1;1886;2381;21804;12811;4402;1946;1687;1013;29;74;-1
1;4073;2816;669;4933;10165;1748;662;696;51;80;-1
1;99463;12254;16800;4873;9314;2947;1570;670;48;81;-1
1;76712;6135;12375;10789;4560;4022;1866;692;51;90;43
1;59277;18047;6763;9423;4725;3143;5251;1274;56;75;-1
1;9189;13341;5603;7021;1781;5743;1917;2507;57;78;-1
1;31726;8926;12772;6120;4054;5596;1799;888;66;80;-1
